,0,1,2,3
202105030607,三連単,12 → 14 → 7,3710,7
202009050209,単勝,1,150,1
202009050209,複勝,1br14br11,110br390br730,1br7br11
202009050209,枠連,1 - 8,530,2
202009050209,馬連,1 - 14,1290,5
202009050209,ワイド,1 - 14br1 - 11br11 - 14,"670br1,260br6,600",5br12br58
202009050209,馬単,1 → 14,1420,4
202009050209,三連複,1 - 11 - 14,13550,49
202009050209,三連単,1 → 14 → 11,30140,86
202005020405,単勝,11,660,3
202005020405,複勝,11br6br5,200br210br190,4br5br3
202005020405,枠連,6 - 8,1950,9
202005020405,馬連,6 - 11,2130,8
202005020405,ワイド,6 - 11br5 - 11br5 - 6,600br600br670,9br8br10
202005020405,馬単,11 → 6,4220,14
202005020405,三連複,5 - 6 - 11,3740,15
202005020405,三連単,11 → 6 → 5,21130,72
202001010106,単勝,1,460,3
202001010106,複勝,1br8br2,170br340br120,3br6br1
202001010106,枠連,1 - 5,1900,8
202001010106,馬連,1 - 8,4800,16
202001010106,ワイド,1 - 8br1 - 2br2 - 8,"1,220br290br710",13br2br8
202001010106,馬単,1 → 8,8330,29
202001010106,三連複,1 - 2 - 8,2700,6
202001010106,三連単,1 → 8 → 2,23280,60
202109021104,単勝,11,150,1
202109021104,複勝,11br10br9,110br140br700,1br2br9
202109021104,枠連,8 - 8,260,1
202109021104,馬連,10 - 11,240,1
202109021104,ワイド,10 - 11br9 - 11br9 - 10,"170br1,680br2,090",1br18br22
202109021104,馬単,11 → 10,330,1
202109021104,三連複,9 - 10 - 11,4120,12
202109021104,三連単,11 → 10 → 9,9400,26
202107020609,単勝,14,340,1
202107020609,複勝,14br10br2,160br570br340,1br9br6
202107020609,枠連,6 - 8,1430,4
202107020609,馬連,10 - 14,4070,17
202107020609,ワイド,10 - 14br2 - 14br2 - 10,"1,530br870br3,180",20br8br33
202107020609,馬単,14 → 10,6180,26
202107020609,三連複,2 - 10 - 14,12220,43
202107020609,三連単,14 → 10 → 2,53960,186
202106010206,単勝,11,2490,7
202106010206,複勝,11br13br2,440br580br110,7br9br1
202106010206,枠連,6 - 7,7330,21
202106010206,馬連,11 - 13,25540,43
202106010206,ワイド,11 - 13br2 - 11br2 - 13,"6,410br1,240br1,350",49br11br13
202106010206,馬単,11 → 13,71520,91
202106010206,三連複,2 - 11 - 13,20340,61
202106010206,三連単,11 → 13 → 2,323490,557
202001010105,単勝,2,1590,4
202001010105,複勝,2br5,410br170,4br2
202001010105,馬連,2 - 5,1400,6
202001010105,ワイド,2 - 5br1 - 2br1 - 5,"420br1,690br760",6br15br9
202001010105,馬単,2 → 5,4410,15
202001010105,三連複,1 - 2 - 5,5620,16
202001010105,三連単,2 → 5 → 1,43760,80
202009050208,単勝,1,460,2
202009050208,複勝,1br9br5,170br140br320,3br1br6
202009050208,枠連,1 - 6,450,1
202009050208,馬連,1 - 9,670,1
202009050208,ワイド,1 - 9br1 - 5br5 - 9,"370br1,280br1,240",2br14br12
202009050208,馬単,1 → 9,1570,4
202009050208,三連複,1 - 5 - 9,4470,11
202009050208,三連単,1 → 9 → 5,18620,47
202010011003,単勝,4,380,1
202010011003,複勝,4br12br14,210br740br380,2br11br5
202010011003,枠連,2 - 6,2410,11
202010011003,馬連,4 - 12,7200,26
202010011003,ワイド,4 - 12br4 - 14br12 - 14,"2,050br1,240br6,090",18br8br67
202010011003,馬単,4 → 12,12680,42
202010011003,三連複,4 - 12 - 14,30420,100
202010011003,三連単,4 → 12 → 14,146610,451
202105030302,単勝,16,5720,11
202105030302,複勝,16br12br13,"1,120br180br960",11br2br9
202105030302,枠連,6 - 8,1160,4
202105030302,馬連,12 - 16,10610,26
202105030302,ワイド,12 - 16br13 - 16br12 - 13,"2,930br13,600br2,170",26br67br18
202105030302,馬単,16 → 12,20490,50
202105030302,三連複,12 - 13 - 16,88670,145
202105030302,三連単,16 → 12 → 13,772200,1049
202105030804,単勝,14,410,2
202105030804,複勝,14br1br11,140br150br160,1br3br4
202105030804,枠連,1 - 8,550,2
202105030804,馬連,1 - 14,990,3
202105030804,ワイド,1 - 14br11 - 14br1 - 11,360br380br470,3br4br7
202105030804,馬単,14 → 1,1850,4
202105030804,三連複,1 - 11 - 14,1540,3
202105030804,三連単,14 → 1 → 11,7880,16
202110010208,単勝,6,760,5
202110010208,複勝,6br8br4,220br190br230,3br2br5
202110010208,枠連,3 - 4,860,4
202110010208,馬連,6 - 8,2190,6
202110010208,ワイド,6 - 8br4 - 6br4 - 8,760br840br710,7br9br6
202110010208,馬単,6 → 8,4620,13
202110010208,三連複,4 - 6 - 8,4890,11
202110010208,三連単,6 → 8 → 4,25890,62
202009030401,単勝,6,1760,6
202009030401,複勝,6br10br4,790br470br720,5br3br4
202009030401,枠連,6 - 8,430,2
202009030401,馬連,6 - 10,4600,15
202009030401,ワイド,6 - 10br4 - 6br4 - 10,"1,210br1,220br800",14br15br9
202009030401,馬単,6 → 10,12400,33
202009030401,三連複,4 - 6 - 10,12840,40
202009030401,三連単,6 → 10 → 4,98940,240
202006050712,単勝,13,7240,12
202006050712,複勝,13br1br2,"1,730br190br280",12br3br5
202006050712,枠連,1 - 8,4840,22
202006050712,馬連,1 - 13,18250,39
202006050712,ワイド,1 - 13br2 - 13br1 - 2,"4,850br8,080br690",43br55br7
202006050712,馬単,13 → 1,43470,89
202006050712,三連複,1 - 2 - 13,34820,88
202006050712,三連単,13 → 1 → 2,323640,669
202101010511,単勝,13,2040,9
202101010511,複勝,13br7br1,710br350br390,10br6br7
202101010511,枠連,5 - 8,3720,20
202101010511,馬連,7 - 13,12700,49
202101010511,ワイド,7 - 13br1 - 13br1 - 7,"3,900br4,220br2,120",50br54br27
202101010511,馬単,13 → 7,27360,103
202101010511,三連複,1 - 7 - 13,48440,169
202101010511,三連単,13 → 7 → 1,323580,1042
202001010605,単勝,1,210,1
202001010605,複勝,1br7br3,110br120br160,1br2br4
202001010605,馬連,1 - 7,440,1
202001010605,ワイド,1 - 7br1 - 3br3 - 7,190br330br390,1br4br5
202001010605,馬単,1 → 7,730,1
202001010605,三連複,1 - 3 - 7,1020,3
202001010605,三連単,1 → 7 → 3,3110,4
202005010401,単勝,14,320,2
202005010401,複勝,14br9br7,120br120br130,2br1br3
202005010401,枠連,5 - 7,350,1
202005010401,馬連,9 - 14,460,1
202005010401,ワイド,9 - 14br7 - 14br7 - 9,200br280br270,1br3br2
202005010401,馬単,14 → 9,1020,3
202005010401,三連複,7 - 9 - 14,670,1
202005010401,三連単,14 → 9 → 7,3490,3
202009020204,単勝,4,930,5
202009020204,複勝,4br2br9br11,230br310br790br350,5br6br10br7
202009020204,枠連,2 - 4,5780,23
202009020204,馬連,2 - 4,5150,23
202009020204,ワイド,2 - 4br4 - 9br4 - 11br2 - 9br2 - 11,"1,010br2,320br1,010br3,070br1,350",24br42br25br47br30
202009020204,馬単,4 → 2,11220,45
202009020204,三連複,2 - 4 - 9br2 - 4 - 11,"32,720br12,230",145br85
202009020204,三連単,4 → 2 → 9br4 → 2 → 11,"159,920br66,510",753br452
202009050206,単勝,11,250,1
202009050206,複勝,11br8br6,130br180br160,1br5br4
202009050206,枠連,6 - 7,1010,5
202009050206,馬連,8 - 11,1310,6
202009050206,ワイド,8 - 11br6 - 11br6 - 8,390br260br600,5br1br9
202009050206,馬単,11 → 8,1930,8
202009050206,三連複,6 - 8 - 11,1880,6
202009050206,三連単,11 → 8 → 6,8210,25
202109021110,単勝,9,330,1
202109021110,複勝,9br5br17,"190br550br5,060",2br8br18
202109021110,枠連,3 - 5,1860,9
202109021110,馬連,5 - 9,4780,16
202109021110,ワイド,5 - 9br9 - 17br5 - 17,"1,470br21,000br61,090",16br100br142
202109021110,馬単,9 → 5,6670,23
202109021110,三連複,5 - 9 - 17,376340,455
202109021110,三連単,9 → 5 → 17,1108790,1847
202105010604,単勝,12,200,1
202105010604,複勝,12br7br2,"120br1,320br310",1br14br4
202105010604,枠連,4 - 6,5080,14
202105010604,馬連,7 - 12,6080,17
202105010604,ワイド,7 - 12br2 - 12br2 - 7,"1,660br560br10,200",16br3br70
202105010604,馬単,12 → 7,7920,23
202105010604,三連複,2 - 7 - 12,16950,57
202105010604,三連単,12 → 7 → 2,69690,199
202005020403,単勝,6,2080,6
202005020403,複勝,6br3br9,300br220br140,5br4br2
202005020403,枠連,3 - 4,2960,9
202005020403,馬連,3 - 6,5070,15
202005020403,ワイド,3 - 6br6 - 9br3 - 9,"1,300br530br400",15br7br4
202005020403,馬単,6 → 3,14420,34
202005020403,三連複,3 - 6 - 9,3490,11
202005020403,三連単,6 → 3 → 9,46530,119
202001010107,単勝,10,280,1
202001010107,複勝,10br5br3,140br290br140,1br7br2
202001010107,枠連,5 - 7,790,3
202001010107,馬連,5 - 10,3560,15
202001010107,ワイド,5 - 10br3 - 10br3 - 5,"1,080br350br760",15br1br10
202001010107,馬単,10 → 5,5430,18
202001010107,三連複,3 - 5 - 10,3850,8
202001010107,三連単,10 → 5 → 3,21750,53
202009050203,単勝,6,1030,3
202009050203,複勝,6br5br7,200br110br130,5br1br2
202009050203,枠連,5 - 6,240,1
202009050203,馬連,5 - 6,720,3
202009050203,ワイド,5 - 6br6 - 7br5 - 7,310br670br170,4br9br1
202009050203,馬単,6 → 5,2310,8
202009050203,三連複,5 - 6 - 7,1130,2
202009050203,三連単,6 → 5 → 7,9160,31
202008010101,単勝,4,130,1
202008010101,複勝,4br8br11,"110br140br1,120",1br2br14
202008010101,枠連,2 - 4,250,1
202008010101,馬連,4 - 8,330,1
202008010101,ワイド,4 - 8br4 - 11br8 - 11,"170br1,950br4,850",1br20br42
202008010101,馬単,4 → 8,390,1
202008010101,三連複,4 - 8 - 11,8000,24
202008010101,三連単,4 → 8 → 11,20770,57
202107040202,単勝,8,250,1
202107040202,複勝,8br14br16,110br130br460,1br2br8
202107040202,枠連,4 - 7,300,1
202107040202,馬連,8 - 14,380,1
202107040202,ワイド,8 - 14br8 - 16br14 - 16,"210br1,020br1,470",1br11br16
202107040202,馬単,8 → 14,650,1
202107040202,三連複,8 - 14 - 16,3550,8
202107040202,三連単,8 → 14 → 16,13940,27
202009060805,単勝,10,3480,8
202009060805,複勝,10br12br4,850br490br470,8br6br5
202009060805,枠連,7 - 8,2140,8
202009060805,馬連,10 - 12,29290,40
202009060805,ワイド,10 - 12br4 - 10br4 - 12,"6,350br4,560br3,920",40br36br30
202009060805,馬単,10 → 12,60020,88
202009060805,三連複,4 - 10 - 12,101840,134
202009060805,三連単,10 → 12 → 4,802200,805
202106010208,単勝,2,350,1
202106010208,複勝,2br13br6,130br150br170,1br3br4
202106010208,枠連,2 - 8,670,1
202106010208,馬連,2 - 13,790,1
202106010208,ワイド,2 - 13br2 - 6br6 - 13,300br430br410,1br4br3
202106010208,馬単,2 → 13,1390,1
202106010208,三連複,2 - 6 - 13,1480,2
202106010208,三連単,2 → 13 → 6,5780,4
202009030504,単勝,5,1300,7
202009030504,複勝,5br11br14,370br570br200,7br8br2
202009030504,枠連,3 - 6,2120,8
202009030504,馬連,5 - 11,8250,32
202009030504,ワイド,5 - 11br5 - 14br11 - 14,"2,200br1,410br1,530",30br16br19
202009030504,馬単,5 → 11,13630,52
202009030504,三連複,5 - 11 - 14,16050,55
202009030504,三連単,5 → 11 → 14,123230,396
202106010511,単勝,14,3030,10
202106010511,複勝,14br9br11,"800br470br2,570",10br7br16
202106010511,枠連,5 - 7,3280,12
202106010511,馬連,9 - 14,17750,46
202106010511,ワイド,9 - 14br11 - 14br9 - 11,"4,220br17,760br15,690",45br107br104
202106010511,馬単,14 → 9,38390,94
202106010511,三連複,9 - 11 - 14,316510,419
202106010511,三連単,14 → 9 → 11,1214870,1958
202006040607,単勝,10,310,1
202006040607,複勝,10br2br11,160br930br260,1br12br4
202006040607,枠連,2 - 6,3710,15
202006040607,馬連,2 - 10,5220,20
202006040607,ワイド,2 - 10br10 - 11br2 - 11,"2,050br640br4,850",22br4br50
202006040607,馬単,10 → 2,7990,30
202006040607,三連複,2 - 10 - 11,14890,51
202006040607,三連単,10 → 2 → 11,73490,242
202002020606,単勝,12,380,1
202002020606,複勝,12br6br5,190br150br250,3br1br5
202002020606,枠連,3 - 6,600,1
202002020606,馬連,6 - 12,1010,2
202002020606,ワイド,6 - 12br5 - 12br5 - 6,"450br1,230br510",2br14br4
202002020606,馬単,12 → 6,1850,2
202002020606,三連複,5 - 6 - 12,3130,6
202002020606,三連単,12 → 6 → 5,14010,27
202106010610,単勝,1,610,3
202106010610,複勝,1br13br7br15,170br550br350br190,2br10br9br4
202106010610,枠連,1 - 7,900,2
202106010610,馬連,1 - 13,9880,38
202106010610,ワイド,1 - 13br1 - 7br1 - 15br7 - 13br13 - 15,"1,600br980br480br3,780br1,490",36br25br4br55br35
202106010610,馬単,1 → 13,16310,66
202106010610,三連複,1 - 7 - 13br1 - 13 - 15,"19,720br8,150",114br66
202106010610,三連単,1 → 13 → 7br1 → 13 → 15,"94,040br50,450",614br403
202105030806,単勝,4,230,1
202105030806,複勝,4br6br12,120br260br640,1br5br8
202105030806,枠連,3 - 4,1090,4
202105030806,馬連,4 - 6,1150,3
202105030806,ワイド,4 - 6br4 - 12br6 - 12,"440br1,320br4,230",3br16br38
202105030806,馬単,4 → 6,1370,4
202105030806,三連複,4 - 6 - 12,11820,46
202105030806,三連単,4 → 6 → 12,31050,89
202105020506,単勝,12,450,3
202105020506,複勝,12br9br14,"160br1,090br150",3br11br1
202105020506,枠連,5 - 7,2530,8
202105020506,馬連,9 - 12,18220,29
202105020506,ワイド,9 - 12br12 - 14br9 - 14,"3,560br300br3,010",29br2br27
202105020506,馬単,12 → 9,27970,57
202105020506,三連複,9 - 12 - 14,10430,33
202105020506,三連単,12 → 9 → 14,105010,260
202009050802,単勝,5,230,1
202009050802,複勝,5br8br3,120br140br180,1br2br4
202009050802,枠連,3 - 4,680,3
202009050802,馬連,5 - 8,680,2
202009050802,ワイド,5 - 8br3 - 5br3 - 8,300br340br600,1br3br7
202009050802,馬単,5 → 8,1040,2
202009050802,三連複,3 - 5 - 8,1480,3
202009050802,三連単,5 → 8 → 3,4660,5
202106010510,単勝,8,1100,5
202106010510,複勝,8br10br5,"380br470br2,310",6br7br15
202106010510,枠連,4 - 5,750,3
202106010510,馬連,8 - 10,7280,26
202106010510,ワイド,8 - 10br5 - 8br5 - 10,"2,810br10,480br28,640",32br82br108
202106010510,馬単,8 → 10,14130,52
202106010510,三連複,5 - 8 - 10,328410,408
202106010510,三連単,8 → 10 → 5,1254290,2108
202010010108,単勝,3,870,4
202010010108,複勝,3br9br13,230br260br190,4br5br2
202010010108,枠連,2 - 5,1430,5
202010010108,馬連,3 - 9,4620,17
202010010108,ワイド,3 - 9br3 - 13br9 - 13,"1,470br860br980",17br7br9
202010010108,馬単,3 → 9,8710,31
202010010108,三連複,3 - 9 - 13,6710,14
202010010108,三連単,3 → 9 → 13,46000,122
202109021106,単勝,10,1160,6
202109021106,複勝,10br11br4,230br130br220,6br1br4
202109021106,枠連,8 - 8,1170,5
202109021106,馬連,10 - 11,1220,6
202109021106,ワイド,10 - 11br4 - 10br4 - 11,"480br1,530br410",6br20br3
202109021106,馬単,10 → 11,3250,13
202109021106,三連複,4 - 10 - 11,2950,11
202109021106,三連単,10 → 11 → 4,20170,76
202106010609,単勝,15,440,2
202106010609,複勝,15br2br11,200br480br560,3br7br8
202106010609,枠連,1 - 8,2000,8
202106010609,馬連,2 - 15,3550,13
202106010609,ワイド,2 - 15br11 - 15br2 - 11,"1,350br1,620br3,510",13br17br39
202106010609,馬単,15 → 2,5620,18
202106010609,三連複,2 - 11 - 15,16480,59
202106010609,三連単,15 → 2 → 11,58030,171
202006040710,単勝,2,890,4
202006040710,複勝,2br11br7,410br480br410,6br9br7
202006040710,枠連,1 - 6,2390,10
202006040710,馬連,2 - 11,8820,33
202006040710,ワイド,2 - 11br2 - 7br7 - 11,"3,350br3,750br5,110",40br46br56
202006040710,馬単,2 → 11,14740,59
202006040710,三連複,2 - 7 - 11,89930,230
202006040710,三連単,2 → 11 → 7,436640,1132
202109021111,単勝,12,1590,6
202109021111,複勝,12br7br10,400br600br140,6br8br1
202109021111,枠連,4 - 7,3890,14
202109021111,馬連,7 - 12,34380,55
202109021111,ワイド,7 - 12br10 - 12br7 - 10,"4,490br850br1,370",42br9br13
202109021111,馬単,12 → 7,62980,107
202109021111,三連複,7 - 10 - 12,21060,59
202109021111,三連単,12 → 7 → 10,239310,520
202001010409,単勝,14,2160,7
202001010409,複勝,14br12br5,560br150br450,9br1br6
202001010409,枠連,7 - 8,3360,15
202001010409,馬連,12 - 14,3180,11
202001010409,ワイド,12 - 14br5 - 14br5 - 12,"1,130br3,750br980",14br41br8
202001010409,馬単,14 → 12,8430,30
202001010409,三連複,5 - 12 - 14,13120,41
202001010409,三連単,14 → 12 → 5,97520,305
202110020605,単勝,9,410,2
202110020605,複勝,9br3br11,180br200br150,3br5br1
202110020605,枠連,2 - 5,1130,5
202110020605,馬連,3 - 9,2620,9
202110020605,ワイド,3 - 9br9 - 11br3 - 11,980br540br620,13br2br4
202110020605,馬単,9 → 3,3730,10
202110020605,三連複,3 - 9 - 11,3350,6
202110020605,三連単,9 → 3 → 11,17190,22
202107020608,単勝,10,190,1
202107020608,複勝,10br7br3,110br180br330,1br3br6
202107020608,枠連,6 - 8,620,2
202107020608,馬連,7 - 10,610,2
202107020608,ワイド,7 - 10br3 - 10br3 - 7,"320br970br1,910",2br9br22
202107020608,馬単,10 → 7,870,3
202107020608,三連複,3 - 7 - 10,4390,12
202107020608,三連単,10 → 7 → 3,10820,30
202110020604,単勝,4,360,1
202110020604,複勝,4br9br2,150br180br170,1br5br4
202110020604,枠連,4 - 7,1280,6
202110020604,馬連,4 - 9,1070,3
202110020604,ワイド,4 - 9br2 - 4br2 - 9,340br430br750,3br5br11
202110020604,馬単,4 → 9,2150,6
202110020604,三連複,2 - 4 - 9,2180,6
202110020604,三連単,4 → 9 → 2,9090,26
202107020611,単勝,14,600,2
202107020611,複勝,14br16br9,210br140br190,5br1br3
202107020611,枠連,7 - 8,710,4
202107020611,馬連,14 - 16,1010,1
202107020611,ワイド,14 - 16br9 - 14br9 - 16,430br680br450,2br6br3
202107020611,馬単,14 → 16,2170,5
202107020611,三連複,9 - 14 - 16,2200,1
202107020611,三連単,14 → 16 → 9,9770,7
202106020109,単勝,2,1340,6
202106020109,複勝,2br9br3,320br200br750,6br3br9
202106020109,枠連,2 - 7,2310,11
202106020109,馬連,2 - 9,3050,16
202106020109,ワイド,2 - 9br2 - 3br3 - 9,"800br3,430br2,070",10br33br27
202106020109,馬単,2 → 9,7490,37
202106020109,三連複,2 - 3 - 9,21280,66
202106020109,三連単,2 → 9 → 3,107040,362
202006030402,単勝,4,380,2
202006030402,複勝,4br11br7,150br380br150,3br5br2
202006030402,枠連,2 - 6,3670,13
202006030402,馬連,4 - 11,3060,9
202006030402,ワイド,4 - 11br4 - 7br7 - 11,890br310br840,9br3br8
202006030402,馬単,4 → 11,5300,16
202006030402,三連複,4 - 7 - 11,2820,6
202006030402,三連単,4 → 11 → 7,18780,48
202005020109,単勝,3,1450,5
202005020109,複勝,3br6br7,190br110br110,5br2br1
202005020109,馬連,3 - 6,2540,8
202005020109,ワイド,3 - 6br3 - 7br6 - 7,470br330br140,7br6br1
202005020109,馬単,3 → 6,6300,16
202005020109,三連複,3 - 6 - 7,720,3
202005020109,三連単,3 → 6 → 7,14440,44
202006040605,単勝,12,830,5
202006040605,複勝,12br13br14,200br160br150,5br2br1
202006040605,枠連,6 - 7,740,2
202006040605,馬連,12 - 13,1640,6
202006040605,ワイド,12 - 13br12 - 14br13 - 14,630br520br330,7br5br1
202006040605,馬単,12 → 13,3760,16
202006040605,三連複,12 - 13 - 14,1760,2
202006040605,三連単,12 → 13 → 14,10040,16
202006020306,単勝,1,300,2
202006020306,複勝,1br8br3,"160br2,220br730",2br14br10
202006020306,枠連,1 - 4,1990,9
202006020306,馬連,1 - 8,20240,47
202006020306,ワイド,1 - 8br1 - 3br3 - 8,"5,550br1,560br31,300",49br17br99
202006020306,馬単,1 → 8,25240,55
202006020306,三連複,1 - 3 - 8,119860,205
202006020306,三連単,1 → 8 → 3,507480,935
202006010212,単勝,4,460,2
202006010212,複勝,4br3br1,210br280br850,2br3br7
202006010212,枠連,3 - 4,1580,6
202006010212,馬連,3 - 4,1490,6
202006010212,ワイド,3 - 4br1 - 4br1 - 3,"510br1,490br1,930",5br14br16
202006010212,馬単,4 → 3,2710,11
202006010212,三連複,1 - 3 - 4,9550,25
202006010212,三連単,4 → 3 → 1,37710,105
202005010807,単勝,11,170,1
202005010807,複勝,11br14br7,110br250br140,1br5br2
202005010807,枠連,6 - 7,970,4
202005010807,馬連,11 - 14,1380,4
202005010807,ワイド,11 - 14br7 - 11br7 - 14,490br210br820,5br1br12
202005010807,馬単,11 → 14,1600,5
202005010807,三連複,7 - 11 - 14,1440,4
202005010807,三連単,11 → 14 → 7,6390,9
202107030108,単勝,7,1480,5
202107030108,複勝,7br3br11,370br740br150,5br9br1
202107030108,枠連,3 - 6,6640,18
202107030108,馬連,3 - 7,23290,40
202107030108,ワイド,3 - 7br7 - 11br3 - 11,"6,690br750br2,080",45br6br24
202107030108,馬単,7 → 3,32660,70
202107030108,三連複,3 - 7 - 11,16120,47
202107030108,三連単,7 → 3 → 11,139620,357
202107040203,単勝,3,320,1
202107040203,複勝,3br13br7,120br150br220,1br2br5
202107040203,枠連,2 - 7,510,1
202107040203,馬連,3 - 13,520,1
202107040203,ワイド,3 - 13br3 - 7br7 - 13,260br470br680,1br5br9
202107040203,馬単,3 → 13,1060,2
202107040203,三連複,3 - 7 - 13,1790,4
202107040203,三連単,3 → 13 → 7,7310,11
202106010611,単勝,3,310,1
202106010611,複勝,3br1br6,150br170br300,1br2br6
202106010611,枠連,1 - 3,1000,3
202106010611,馬連,1 - 3,1020,1
202106010611,ワイド,1 - 3br3 - 6br1 - 6,390br810br890,1br9br13
202106010611,馬単,3 → 1,1730,1
202106010611,三連複,1 - 3 - 6,3210,8
202106010611,三連単,3 → 1 → 6,11750,18
202005020401,単勝,1,460,3
202005020401,複勝,1br12br9,120br110br110,3br2br1
202005020401,枠連,1 - 6,900,3
202005020401,馬連,1 - 12,860,3
202005020401,ワイド,1 - 12br1 - 9br9 - 12,280br210br140,3br2br1
202005020401,馬単,1 → 12,1670,6
202005020401,三連複,1 - 9 - 12,400,1
202005020401,三連単,1 → 12 → 9,3450,7
202105010410,単勝,15,1120,4
202105010410,複勝,15br7br2,300br150br910,5br2br9
202105010410,枠連,4 - 8,1830,8
202105010410,馬連,7 - 15,1890,6
202105010410,ワイド,7 - 15br2 - 15br2 - 7,"650br6,330br2,400",5br44br23
202105010410,馬単,15 → 7,4820,17
202105010410,三連複,2 - 7 - 15,24210,59
202105010410,三連単,15 → 7 → 2,154820,330
202107020512,単勝,9,580,3
202107020512,複勝,9br7br1,200br140br160,5br1br2
202107020512,枠連,5 - 6,890,4
202107020512,馬連,7 - 9,1350,4
202107020512,ワイド,7 - 9br1 - 9br1 - 7,580br630br290,4br5br1
202107020512,馬単,9 → 7,3090,8
202107020512,三連複,1 - 7 - 9,2310,3
202107020512,三連単,9 → 7 → 1,13920,19
202003020510,単勝,16,430,2
202003020510,複勝,16br8br12,200br740br180,2br12br1
202003020510,枠連,4 - 8,1350,6
202003020510,馬連,8 - 16,6230,29
202003020510,ワイド,8 - 16br12 - 16br8 - 12,"2,050br470br2,050",31br1br32
202003020510,馬単,16 → 8,8610,32
202003020510,三連複,8 - 12 - 16,8690,25
202003020510,三連単,16 → 8 → 12,44510,117
202105030303,単勝,4,150,1
202105030303,複勝,4br16br11,110br170br470,1br2br10
202105030303,枠連,2 - 8,480,1
202105030303,馬連,4 - 16,540,1
202105030303,ワイド,4 - 16br4 - 11br11 - 16,"270br670br2,370",1br8br28
202105030303,馬単,4 → 16,660,1
202105030303,三連複,4 - 11 - 16,4060,13
202105030303,三連単,4 → 16 → 11,8800,20
202106010607,単勝,4,310,1
202106010607,複勝,4br3br13,"160br1,040br370",1br13br6
202106010607,枠連,2 - 2,9420,28
202106010607,馬連,3 - 4,6690,20
202106010607,ワイド,3 - 4br4 - 13br3 - 13,"2,260br980br10,870",25br7br77
202106010607,馬単,4 → 3,10540,34
202106010607,三連複,3 - 4 - 13,35260,98
202106010607,三連単,4 → 3 → 13,186000,508
202001010604,単勝,3,1500,5
202001010604,複勝,3br5br1,370br560br190,5br9br2
202001010604,枠連,2 - 3,2720,16
202001010604,馬連,3 - 5,10180,41
202001010604,ワイド,3 - 5br1 - 3br1 - 5,"2,580br990br1,390",34br7br11
202001010604,馬単,3 → 5,21440,81
202001010604,三連複,1 - 3 - 5,13170,39
202001010604,三連単,3 → 5 → 1,115820,410
202109010409,単勝,10,1200,5
202109010409,複勝,10br5br9,280br150br180,5br1br3
202109010409,枠連,5 - 7,470,2
202109010409,馬連,5 - 10,1650,5
202109010409,ワイド,5 - 10br9 - 10br5 - 9,690br860br400,7br12br3
202109010409,馬単,10 → 5,4330,17
202109010409,三連複,5 - 9 - 10,2490,7
202109010409,三連単,10 → 5 → 9,21190,68
202009050210,単勝,4,1280,6
202009050210,複勝,4br2br12,290br520br200,4br9br2
202009050210,枠連,1 - 2,1070,4
202009050210,馬連,2 - 4,8200,30
202009050210,ワイド,2 - 4br4 - 12br2 - 12,"2,350br1,230br2,070",29br11br25
202009050210,馬単,4 → 2,15410,56
202009050210,三連複,2 - 4 - 12,16070,59
202009050210,三連単,4 → 2 → 12,149360,492
202005021112,単勝,12,710,3
202005021112,複勝,12br9br2,280br260br810,4br3br11
202005021112,枠連,5 - 6,690,2
202005021112,馬連,9 - 12,2760,9
202005021112,ワイド,9 - 12br2 - 12br2 - 9,"1,000br3,120br4,460",8br33br44
202005021112,馬単,12 → 9,5630,19
202005021112,三連複,2 - 9 - 12,28630,89
202005021112,三連単,12 → 9 → 2,129800,401
202106010211,単勝,14,9110,14
202106010211,複勝,14br3br13,"1,960br240br340",14br2br7
202106010211,枠連,2 - 7,1670,8
202106010211,馬連,3 - 14,40740,76
202106010211,ワイド,3 - 14br13 - 14br3 - 13,"9,160br9,330br1,470",71br72br24
202106010211,馬単,14 → 3,101890,161
202106010211,三連複,3 - 13 - 14,104070,240
202106010211,三連単,14 → 3 → 13,1266630,1841
202005030407,単勝,6,260,1
202005030407,複勝,6br5br4,130br180br630,1br2br10
202005030407,枠連,3 - 3,560,2
202005030407,馬連,5 - 6,530,1
202005030407,ワイド,5 - 6br4 - 6br4 - 5,"300br1,100br1,440",1br11br18
202005030407,馬単,6 → 5,900,1
202005030407,三連複,4 - 5 - 6,3140,5
202005030407,三連単,6 → 5 → 4,10510,17
202107010906,単勝,5,830,6
202107010906,複勝,5br8br7,280br160br440,5br1br8
202107010906,枠連,5 - 6,1090,4
202107010906,馬連,5 - 8,1610,4
202107010906,ワイド,5 - 8br5 - 7br7 - 8,"610br2,110br1,470",4br34br21
202107010906,馬単,5 → 8,3440,8
202107010906,三連複,5 - 7 - 8,8780,35
202107010906,三連単,5 → 8 → 7,40260,134
202110010207,単勝,3,400,2
202110010207,複勝,3br9br6,160br230br140,3br5br1
202110010207,枠連,3 - 8,780,4
202110010207,馬連,3 - 9,1940,8
202110010207,ワイド,3 - 9br3 - 6br6 - 9,680br310br640,10br2br8
202110010207,馬単,3 → 9,2940,12
202110010207,三連複,3 - 6 - 9,2430,8
202110010207,三連単,3 → 9 → 6,11210,35
202007010203,単勝,1,190,1
202007010203,複勝,1br6br8,110br140br400,1br3br6
202007010203,枠連,1 - 4,380,2
202007010203,馬連,1 - 6,380,2
202007010203,ワイド,1 - 6br1 - 8br6 - 8,220br650br970,2br8br10
202007010203,馬単,1 → 6,550,2
