,0,1,2,3
202003030504,三連単,12 → 11 → 15,1411430,1846
202107030103,単勝,4,580,3
202107030103,複勝,4br8br9,140br110br110,3br1br2
202107030103,枠連,4 - 6,410,2
202107030103,馬連,4 - 8,1030,3
202107030103,ワイド,4 - 8br4 - 9br8 - 9,300br250br150,3br2br1
202107030103,馬単,4 → 8,2590,9
202107030103,三連複,4 - 8 - 9,490,1
202107030103,三連単,4 → 8 → 9,4390,11
202005020203,単勝,4,230,1
202005020203,複勝,4br1br3,110br230br240,1br4br5
202005020203,馬連,1 - 4,820,4
202005020203,ワイド,1 - 4br3 - 4br1 - 3,320br380br800,4br5br9
202005020203,馬単,4 → 1,1290,5
202005020203,三連複,1 - 3 - 4,2030,7
202005020203,三連単,4 → 1 → 3,7400,27
202106020504,単勝,9,200,1
202106020504,複勝,9br1br7,110br140br180,1br3br4
202106020504,枠連,1 - 5,460,2
202106020504,馬連,1 - 9,480,2
202106020504,ワイド,1 - 9br7 - 9br1 - 7,230br320br670,2br3br8
202106020504,馬単,9 → 1,740,2
202106020504,三連複,1 - 7 - 9,1220,3
202106020504,三連単,9 → 1 → 7,3510,5
202008010309,単勝,6,170,1
202008010309,複勝,6br15br8,110br250br180,1br5br3
202008010309,枠連,3 - 8,910,4
202008010309,馬連,6 - 15,1240,4
202008010309,ワイド,6 - 15br6 - 8br8 - 15,"480br280br1,360",4br2br17
202008010309,馬単,6 → 15,1430,4
202008010309,三連複,6 - 8 - 15,2520,7
202008010309,三連単,6 → 15 → 8,8480,16
202110010805,単勝,3,190,1
202110010805,複勝,3br1br2,110br290br290,1br5br6
202110010805,馬連,1 - 3,1800,5
202110010805,ワイド,1 - 3br2 - 3br1 - 2,"630br650br1,730",7br8br16
202110010805,馬単,3 → 1,2610,8
202110010805,三連複,1 - 2 - 3,5040,14
202110010805,三連単,3 → 1 → 2,19190,61
202007030208,単勝,6,400,1
202007030208,複勝,6br11br15,120br150br150,1br3br2
202007030208,枠連,3 - 6,460,2
202007030208,馬連,6 - 11,850,3
202007030208,ワイド,6 - 11br6 - 15br11 - 15,340br320br350,3br2br4
202007030208,馬単,6 → 11,1650,4
202007030208,三連複,6 - 11 - 15,950,1
202007030208,三連単,6 → 11 → 15,5460,7
202005040507,単勝,1,310,2
202005040507,複勝,1br10br4,150br210br600,2br4br9
202005040507,枠連,1 - 8,1040,4
202005040507,馬連,1 - 10,1100,4
202005040507,ワイド,1 - 10br1 - 4br4 - 10,"390br1,030br2,510",3br14br25
202005040507,馬単,1 → 10,1690,5
202005040507,三連複,1 - 4 - 10,8700,28
202005040507,三連単,1 → 10 → 4,27260,81
202104010806,単勝,9,280,1
202104010806,複勝,9br4br3,150br320br860,1br6br10
202104010806,枠連,3 - 5,570,2
202104010806,馬連,4 - 9,1580,4
202104010806,ワイド,4 - 9br3 - 9br3 - 4,"590br1,580br3,420",3br18br39
202104010806,馬単,9 → 4,2530,6
202104010806,三連複,3 - 4 - 9,13120,45
202104010806,三連単,9 → 4 → 3,40680,120
202106020506,単勝,11,370,2
202106020506,複勝,11br10br3,160br310br320,2br4br5
202106020506,枠連,5 - 6,990,4
202106020506,馬連,10 - 11,1650,6
202106020506,ワイド,10 - 11br3 - 11br3 - 10,"670br880br1,710",6br8br21
202106020506,馬単,11 → 10,2830,8
202106020506,三連複,3 - 10 - 11,6810,23
202106020506,三連単,11 → 10 → 3,31200,98
202105020901,単勝,13,480,3
202105020901,複勝,13br8br3,140br110br140,3br1br2
202105020901,枠連,5 - 7,550,2
202105020901,馬連,8 - 13,570,2
202105020901,ワイド,8 - 13br3 - 13br3 - 8,250br490br210,2br5br1
202105020901,馬単,13 → 8,1320,5
202105020901,三連複,3 - 8 - 13,750,1
202105020901,三連単,13 → 8 → 3,4570,8
202002020110,単勝,2,350,3
202002020110,複勝,2br1br4,130br150br180,2br3br4
202002020110,馬連,1 - 2,420,3
202002020110,ワイド,1 - 2br2 - 4br1 - 4,210br390br420,3br5br6
202002020110,馬単,2 → 1,1020,6
202002020110,三連複,1 - 2 - 4,1220,4
202002020110,三連単,2 → 1 → 4,5360,18
202003010701,単勝,2,870,5
202003010701,複勝,2br6br9,220br550br120,4br8br1
202003010701,枠連,1 - 3,2900,12
202003010701,馬連,2 - 6,7970,21
202003010701,ワイド,2 - 6br2 - 9br6 - 9,"2,170br440br1,060",21br3br13
202003010701,馬単,2 → 6,15160,44
202003010701,三連複,2 - 6 - 9,4970,13
202003010701,三連単,2 → 6 → 9,49030,144
202005020204,単勝,11,170,1
202005020204,複勝,11br15br13,"120br2,030br3,190",1br13br15
202005020204,枠連,6 - 8,7540,16
202005020204,馬連,11 - 15,20820,29
202005020204,ワイド,11 - 15br11 - 13br13 - 15,"4,840br9,220br105,990",29br45br114
202005020204,馬単,11 → 15,22030,36
202005020204,三連複,11 - 13 - 15,590240,280
202005020204,三連単,11 → 15 → 13,2330870,1176
202006020304,単勝,12,1440,5
202006020304,複勝,12br8br3,590br350br420,5br3br4
202006020304,枠連,6 - 8,3820,11
202006020304,馬連,8 - 12,4360,13
202006020304,ワイド,8 - 12br3 - 12br3 - 8,"990br1,650br1,000",10br17br11
202006020304,馬単,12 → 8,10890,27
202006020304,三連複,3 - 8 - 12,12230,35
202006020304,三連単,12 → 8 → 3,102710,210
202109020511,単勝,10,310,1
202109020511,複勝,10br4br1,140br170br430,1br2br7
202109020511,枠連,4 - 7,680,3
202109020511,馬連,4 - 10,680,1
202109020511,ワイド,4 - 10br1 - 10br1 - 4,"330br1,430br1,300",1br19br17
202109020511,馬単,10 → 4,1240,1
202109020511,三連複,1 - 4 - 10,4550,17
202109020511,三連単,10 → 4 → 1,16130,51
202003030606,単勝,14,560,2
202003030606,複勝,14br13br8,220br570br810,2br9br12
202003030606,枠連,7 - 7,4280,21
202003030606,馬連,13 - 14,2990,8
202003030606,ワイド,13 - 14br8 - 14br8 - 13,"1,330br2,480br6,710",11br32br79
202003030606,馬単,14 → 13,4850,12
202003030606,三連複,8 - 13 - 14,45510,157
202003030606,三連単,14 → 13 → 8,117400,414
202105030404,単勝,13,230,1
202105030404,複勝,13br4br16,130br210br910,1br4br10
202105030404,枠連,2 - 7,610,3
202105030404,馬連,4 - 13,1010,3
202105030404,ワイド,4 - 13br13 - 16br4 - 16,"520br1,770br2,990",3br17br31
202105030404,馬単,13 → 4,1790,5
202105030404,三連複,4 - 13 - 16,9830,27
202105030404,三連単,13 → 4 → 16,27080,76
202110010804,単勝,12,190,1
202110010804,複勝,12br9br3,110br210br120,1br4br2
202110010804,枠連,7 - 8,700,2
202110010804,馬連,9 - 12,1440,3
202110010804,ワイド,9 - 12br3 - 12br3 - 9,310br150br420,2br1br5
202110010804,馬単,12 → 9,2350,6
202110010804,三連複,3 - 9 - 12,900,1
202110010804,三連単,12 → 9 → 3,5180,14
202005040802,単勝,15,1970,5
202005040802,複勝,15br6br5,540br230br390,6br4br5
202005040802,枠連,4 - 8,5900,19
202005040802,馬連,6 - 15,9210,25
202005040802,ワイド,6 - 15br5 - 15br5 - 6,"2,230br4,210br1,480",23br35br16
202005040802,馬単,15 → 6,17230,48
202005040802,三連複,5 - 6 - 15,37950,87
202005040802,三連単,15 → 6 → 5,240030,484
202003030412,単勝,4,410,2
202003030412,複勝,4br16br10,210br800br500,2br12br9
202003030412,枠連,2 - 8,2840,13
202003030412,馬連,4 - 16,6270,25
202003030412,ワイド,4 - 16br4 - 10br10 - 16,"2,430br1,680br8,850",27br18br79
202003030412,馬単,4 → 16,10000,38
202003030412,三連複,4 - 10 - 16,46680,142
202003030412,三連単,4 → 16 → 10,205720,638
202005020202,単勝,6,460,3
202005020202,複勝,6br1br12br16,120br110br260br110,3br1br8br2
202005020202,枠連,1 - 3,570,2
202005020202,馬連,1 - 6,560,1
202005020202,ワイド,1 - 6br6 - 12br6 - 16br1 - 12br1 - 16,180br570br220br450br180,2br15br3br12br1
202005020202,馬単,6 → 1,1260,5
202005020202,三連複,1 - 6 - 12br1 - 6 - 16,"1,880br320",13br1
202005020202,三連単,6 → 1 → 12br6 → 1 → 16,"7,370br1,750",45br6
202106020709,単勝,1,180,1
202106020709,複勝,1br7br2,110br110br110,1br2br3
202106020709,枠連,1 - 7,290,1
202106020709,馬連,1 - 7,290,1
202106020709,ワイド,1 - 7br1 - 2br2 - 7,140br150br220,1br2br3
202106020709,馬単,1 → 7,460,1
202106020709,三連複,1 - 2 - 7,270,1
202106020709,三連単,1 → 7 → 2,840,1
202109020512,単勝,7,240,1
202109020512,複勝,7br8br11,140br600br460,1br8br7
202109020512,枠連,4 - 4,2300,10
202109020512,馬連,7 - 8,2110,7
202109020512,ワイド,7 - 8br7 - 11br8 - 11,"650br1,130br6,850",5br11br55
202109020512,馬単,7 → 8,2910,7
202109020512,三連複,7 - 8 - 11,16920,50
202109020512,三連単,7 → 8 → 11,47980,145
202007010211,単勝,17,510,1
202007010211,複勝,17br15br1,230br710br260,1br12br3
202007010211,枠連,7 - 8,930,1
202007010211,馬連,15 - 17,8180,38
202007010211,ワイド,15 - 17br1 - 17br1 - 15,"3,270br1,130br3,980",50br5br61
202007010211,馬単,17 → 15,12570,54
202007010211,三連複,1 - 15 - 17,27280,105
202007010211,三連単,17 → 15 → 1,120410,393
202007030307,単勝,7,2210,6
202007030307,複勝,7br5br3,340br140br140,7br1br2
202007030307,枠連,5 - 6,2210,9
202007030307,馬連,5 - 7,3270,11
202007030307,ワイド,5 - 7br3 - 7br3 - 5,880br990br250,9br12br1
202007030307,馬単,7 → 5,7940,26
202007030307,三連複,3 - 5 - 7,2660,8
202007030307,三連単,7 → 5 → 3,28360,95
202010010402,単勝,10,440,1
202010010402,複勝,10br14br8,150br190br180,1br4br2
202010010402,枠連,6 - 8,970,2
202010010402,馬連,10 - 14,1100,1
202010010402,ワイド,10 - 14br8 - 10br8 - 14,520br530br690,1br2br6
202010010402,馬単,10 → 14,2250,2
202010010402,三連複,8 - 10 - 14,2920,3
202010010402,三連単,10 → 14 → 8,15480,17
202010011104,単勝,8,910,5
202010011104,複勝,8br13br14,230br220br190,5br4br3
202010011104,枠連,4 - 7,980,4
202010011104,馬連,8 - 13,2450,10
202010011104,ワイド,8 - 13br8 - 14br13 - 14,840br520br510,11br4br3
202010011104,馬単,8 → 13,5730,23
202010011104,三連複,8 - 13 - 14,2520,3
202010011104,三連単,8 → 13 → 14,19880,58
202010011105,単勝,10,650,3
202010011105,複勝,10br1br5,230br410br460,3br7br9
202010011105,枠連,1 - 6,4990,20
202010011105,馬連,1 - 10,4390,20
202010011105,ワイド,1 - 10br5 - 10br1 - 5,"1,090br1,390br1,010",12br16br11
202010011105,馬単,10 → 1,8210,36
202010011105,三連複,1 - 5 - 10,15980,66
202010011105,三連単,10 → 1 → 5,81960,337
202008010809,単勝,10,1070,5
202008010809,複勝,10br1br8,210br370br110,4br6br1
202008010809,枠連,1 - 8,11560,16
202008010809,馬連,1 - 10,11810,23
202008010809,ワイド,1 - 10br8 - 10br1 - 8,"2,000br410br930",17br4br10
202008010809,馬単,10 → 1,25480,43
202008010809,三連複,1 - 8 - 10,5890,17
202008010809,三連単,10 → 1 → 8,71810,154
202110010505,単勝,1,500,2
202110010505,複勝,1br14br12,"170br150br2,270",2br1br15
202110010505,枠連,1 - 7,580,2
202110010505,馬連,1 - 14,930,1
202110010505,ワイド,1 - 14br1 - 12br12 - 14,"430br9,090br6,970",1br70br59
202110010505,馬単,1 → 14,2070,4
202110010505,三連複,1 - 12 - 14,33020,96
202110010505,三連単,1 → 14 → 12,134060,394
202001010509,単勝,3,450,3
202001010509,複勝,3br9br2,170br140br420,4br2br6
202001010509,枠連,3 - 8,480,1
202001010509,馬連,3 - 9,710,2
202001010509,ワイド,3 - 9br2 - 3br2 - 9,"290br1,160br1,110",2br16br15
202001010509,馬単,3 → 9,1280,4
202001010509,三連複,2 - 3 - 9,4130,15
202001010509,三連単,3 → 9 → 2,15330,46
202003010505,単勝,1,830,3
202003010505,複勝,1br5br4,220br160br290,3br2br5
202003010505,枠連,1 - 5,1290,5
202003010505,馬連,1 - 5,1340,5
202003010505,ワイド,1 - 5br1 - 4br4 - 5,420br850br620,4br10br9
202003010505,馬単,1 → 5,3000,12
202003010505,三連複,1 - 4 - 5,3100,11
202003010505,三連単,1 → 5 → 4,19230,63
202106020807,単勝,9,360,2
202106020807,複勝,9br3br14,180br160br340,3br1br7
202106020807,枠連,2 - 5,750,3
202106020807,馬連,3 - 9,760,2
202106020807,ワイド,3 - 9br9 - 14br3 - 14,"340br1,150br1,120",1br15br13
202106020807,馬単,9 → 3,1490,3
202106020807,三連複,3 - 9 - 14,4060,13
202106020807,三連単,9 → 3 → 14,16220,43
202003030607,単勝,15,380,2
202003030607,複勝,15br1br14,180br250br230,2br5br4
202003030607,枠連,1 - 8,1190,6
202003030607,馬連,1 - 15,1390,5
202003030607,ワイド,1 - 15br14 - 15br1 - 14,"670br730br1,190",6br8br15
202003030607,馬単,15 → 1,2630,7
202003030607,三連複,1 - 14 - 15,4500,15
202003030607,三連単,15 → 1 → 14,17830,42
202009010812,単勝,10,460,2
202009010812,複勝,10br9br11,170br140br710,2br1br9
202009010812,枠連,7 - 8,420,1
202009010812,馬連,9 - 10,790,2
202009010812,ワイド,9 - 10br10 - 11br9 - 11,"320br2,280br1,990",2br26br22
202009010812,馬単,10 → 9,1600,4
202009010812,三連複,9 - 10 - 11,6780,21
202009010812,三連単,10 → 9 → 11,26040,78
202106020511,単勝,13,1110,7
202106020511,複勝,13br11br7,400br310br290,8br4br3
202106020511,枠連,6 - 7,3170,21
202106020511,馬連,11 - 13,6440,29
202106020511,ワイド,11 - 13br7 - 13br7 - 11,"2,080br1,840br1,320",30br20br11
202106020511,馬単,13 → 11,14310,66
202106020511,三連複,7 - 11 - 13,19250,69
202106020511,三連単,13 → 11 → 7,147950,552
202109011102,単勝,6,270,1
202109011102,複勝,6br8br7,110br140br150,1br3br4
202109011102,馬連,6 - 8,520,2
202109011102,ワイド,6 - 8br6 - 7br7 - 8,200br290br370,1br4br6
202109011102,馬単,6 → 8,920,2
202109011102,三連複,6 - 7 - 8,930,3
202109011102,三連単,6 → 8 → 7,4000,8
202104020502,単勝,4,890,5
202104020502,複勝,4br7br8,260br180br130,5br3br1
202104020502,枠連,3 - 4,1780,8
202104020502,馬連,4 - 7,2560,10
202104020502,ワイド,4 - 7br4 - 8br7 - 8,700br370br300,8br3br1
202104020502,馬単,4 → 7,5340,20
202104020502,三連複,4 - 7 - 8,1620,2
202104020502,三連単,4 → 7 → 8,16500,39
202005020305,単勝,7,190,1
202005020305,複勝,7br11br13,110br140br200,1br2br4
202005020305,枠連,4 - 6,250,1
202005020305,馬連,7 - 11,440,1
202005020305,ワイド,7 - 11br7 - 13br11 - 13,210br460br530,1br5br6
202005020305,馬単,7 → 11,580,1
202005020305,三連複,7 - 11 - 13,1110,2
202005020305,三連単,7 → 11 → 13,3220,3
202106020507,単勝,2,260,1
202106020507,複勝,2br3br8,"160br1,760br910",2br10br8
202106020507,枠連,2 - 3,15140,23
202106020507,馬連,2 - 3,11640,21
202106020507,ワイド,2 - 3br2 - 8br3 - 8,"3,200br2,260br12,870",24br18br46
202106020507,馬単,2 → 3,14650,33
202106020507,三連複,2 - 3 - 8,82540,90
202106020507,三連単,2 → 3 → 8,319010,414
202104010102,単勝,7,290,1
202104010102,複勝,7br12br3,150br610br160,2br8br4
202104010102,枠連,4 - 7,2070,7
202104010102,馬連,7 - 12,6890,19
202104010102,ワイド,7 - 12br3 - 7br3 - 12,"2,040br340br1,710",20br2br19
202104010102,馬単,7 → 12,8830,31
202104010102,三連複,3 - 7 - 12,7860,24
202104010102,三連単,7 → 12 → 3,52950,160
202109011103,単勝,5,200,1
202109011103,複勝,5br6br7,120br300br230,2br4br3
202109011103,枠連,3 - 3,2190,7
202109011103,馬連,5 - 6,1830,5
202109011103,ワイド,5 - 6br5 - 7br6 - 7,"480br380br1,080",4br3br10
202109011103,馬単,5 → 6,2300,7
202109011103,三連複,5 - 6 - 7,2630,6
202109011103,三連単,5 → 6 → 7,9830,26
202104020504,単勝,5,940,5
202104020504,複勝,5br3br6,270br510br330,4br7br5
202104020504,枠連,3 - 4,430,1
202104020504,馬連,3 - 5,6000,20
202104020504,ワイド,3 - 5br5 - 6br3 - 6,"1,530br800br1,860",16br7br20
202104020504,馬単,5 → 3,12560,45
202104020504,三連複,3 - 5 - 6,12500,38
202104020504,三連単,5 → 3 → 6,89750,263
202007030401,単勝,16,320,1
202007030401,複勝,16br11br7,150br210br930,1br4br9
202007030401,枠連,6 - 8,780,3
202007030401,馬連,11 - 16,1020,4
202007030401,ワイド,11 - 16br7 - 16br7 - 11,"420br2,370br2,830",2br20br25
202007030401,馬単,16 → 11,1830,4
202007030401,三連複,7 - 11 - 16,12050,31
202007030401,三連単,16 → 11 → 7,48440,127
202104010307,単勝,11,500,3
202104010307,複勝,11br5br6,190br150br290,3br1br6
202104010307,枠連,5 - 8,590,1
202104010307,馬連,5 - 11,1550,3
202104010307,ワイド,5 - 11br6 - 11br5 - 6,"550br1,040br640",3br14br7
202104010307,馬単,11 → 5,3460,9
202104010307,三連複,5 - 6 - 11,2660,3
202104010307,三連単,11 → 5 → 6,12190,8
202005020910,単勝,5,210,1
202005020910,複勝,5br10br1,120br170br610,1br3br9
202005020910,枠連,4 - 6,520,1
202005020910,馬連,5 - 10,560,1
202005020910,ワイド,5 - 10br1 - 5br1 - 10,"270br1,290br2,500",2br13br27
202005020910,馬単,5 → 10,800,1
202005020910,三連複,1 - 5 - 10,5870,20
202005020910,三連単,5 → 10 → 1,15810,49
202001010510,単勝,12,2390,9
202001010510,複勝,12br7br4,470br270br260,8br5br4
202001010510,枠連,5 - 7,2060,9
202001010510,馬連,7 - 12,7800,31
202001010510,ワイド,7 - 12br4 - 12br4 - 7,"2,250br2,690br1,200",33br37br17
202001010510,馬単,12 → 7,20530,77
202001010510,三連複,4 - 7 - 12,19720,77
202001010510,三連単,12 → 7 → 4,155710,573
202009060412,単勝,6,360,1
202009060412,複勝,6br13br11,180br210br250,2br3br4
202009060412,枠連,4 - 7,790,3
202009060412,馬連,6 - 13,1220,3
202009060412,ワイド,6 - 13br6 - 11br11 - 13,540br770br870,4br6br8
202009060412,馬単,6 → 13,2140,4
202009060412,三連複,6 - 11 - 13,3910,6
202009060412,三連単,6 → 13 → 11,16090,25
202009060312,単勝,11,470,3
202009060312,複勝,11br3br9,160br560br150,2br10br1
202009060312,枠連,3 - 7,4030,13
202009060312,馬連,3 - 11,7190,24
202009060312,ワイド,3 - 11br9 - 11br3 - 9,"1,780br320br1,420",23br1br14
202009060312,馬単,11 → 3,12680,41
202009060312,三連複,3 - 9 - 11,6950,23
202009060312,三連単,11 → 3 → 9,58020,180
202109020504,単勝,13,210,1
202109020504,複勝,13br9br5,110br180br120,1br4br2
202109020504,枠連,6 - 8,800,3
202109020504,馬連,9 - 13,1330,4
202109020504,ワイド,9 - 13br5 - 13br5 - 9,430br140br480,5br1br7
202109020504,馬単,13 → 9,1770,5
202109020504,三連複,5 - 9 - 13,870,3
202109020504,三連単,13 → 9 → 5,4320,9
202009040612,単勝,14,2770,10
202009040612,複勝,14br7br4,640br460br220,10br7br2
202009040612,枠連,4 - 7,3840,18
202009040612,馬連,7 - 14,15480,47
202009040612,ワイド,7 - 14br4 - 14br4 - 7,"3,770br2,580br1,790",44br33br20
202009040612,馬単,14 → 7,32440,94
202009040612,三連複,4 - 7 - 14,34380,118
202009040612,三連単,14 → 7 → 4,261610,770
202001020612,単勝,2,470,3
202001020612,複勝,2br6br1,170br160br200,2br1br5
202001020612,枠連,2 - 6,900,3
202001020612,馬連,2 - 6,1080,2
202001020612,ワイド,2 - 6br1 - 2br1 - 6,460br620br600,2br9br8
202001020612,馬単,2 → 6,2050,3
202001020612,三連複,1 - 2 - 6,2820,7
202001020612,三連単,2 → 6 → 1,11780,27
202006040307,単勝,4,750,4
202006040307,複勝,4br8br10,230br190br400,4br2br7
202006040307,枠連,2 - 4,710,2
202006040307,馬連,4 - 8,2160,10
202006040307,ワイド,4 - 8br4 - 10br8 - 10,"760br1,510br1,570",6br16br18
202006040307,馬単,4 → 8,4790,22
202006040307,三連複,4 - 8 - 10,10800,36
202006040307,三連単,4 → 8 → 10,56150,181
202008030701,単勝,9,320,1
202008030701,複勝,9br4br6,130br130br170,1br2br3
202008030701,枠連,2 - 5,510,1
202008030701,馬連,4 - 9,600,1
202008030701,ワイド,4 - 9br6 - 9br4 - 6,230br380br450,1br2br5
202008030701,馬単,9 → 4,1130,1
202008030701,三連複,4 - 6 - 9,980,1
202008030701,三連単,9 → 4 → 6,4420,3
202007020904,単勝,4,150,1
202007020904,複勝,4br3br13,110br250br170,1br6br3
202007020904,枠連,3 - 3,1010,4
202007020904,馬連,3 - 4,1110,5
202007020904,ワイド,3 - 4br4 - 13br3 - 13,"440br280br1,220",5br2br16
202007020904,馬単,4 → 3,1390,6
202007020904,三連複,3 - 4 - 13,2090,7
202007020904,三連単,4 → 3 → 13,6960,17
202008010804,単勝,2,260,1
202008010804,複勝,2br14br13,160br380br440,1br7br8
202008010804,枠連,2 - 8,1500,5
202008010804,馬連,2 - 14,2890,10
202008010804,ワイド,2 - 14br2 - 13br13 - 14,"1,020br1,310br4,210",9br14br43
202008010804,馬単,2 → 14,4100,14
202008010804,三連複,2 - 13 - 14,17830,53
202008010804,三連単,2 → 14 → 13,58130,172
202005030303,単勝,1,2480,9
202005030303,複勝,1br12br10,620br160br190,10br1br3
202005030303,枠連,1 - 6,3850,15
202005030303,馬連,1 - 12,4870,17
202005030303,ワイド,1 - 12br1 - 10br10 - 12,"1,500br2,300br580",18br28br5
202005030303,馬単,1 → 12,13620,46
202005030303,三連複,1 - 10 - 12,10250,34
202005030303,三連単,1 → 12 → 10,99360,313
202008030412,単勝,9,390,1
202008030412,複勝,9br16br13,180br270br320,1br4br6
202008030412,枠連,5 - 8,610,2
202008030412,馬連,9 - 16,1720,3
202008030412,ワイド,9 - 16br9 - 13br13 - 16,"820br1,160br1,510",6br11br20
202008030412,馬単,9 → 16,2950,5
202008030412,三連複,9 - 13 - 16,6790,17
202008030412,三連単,9 → 16 → 13,25390,46
202006040601,単勝,4,680,3
202006040601,複勝,4br10br3,220br210br180,5br4br2
202006040601,枠連,3 - 6,890,4
202006040601,馬連,4 - 10,2540,13
202006040601,ワイド,4 - 10br3 - 4br3 - 10,880br770br700,15br13br9
202006040601,馬単,4 → 10,4800,26
202006040601,三連複,3 - 4 - 10,4770,19
202006040601,三連単,4 → 10 → 3,25160,93
202010010810,単勝,5,350,1
202010010810,複勝,5br9br1,150br310br190,1br6br3
202010010810,枠連,3 - 5,1550,7
202010010810,馬連,5 - 9,2590,8
202010010810,ワイド,5 - 9br1 - 5br1 - 9,"870br460br1,340",7br1br16
202010010810,馬単,5 → 9,4340,12
202010010810,三連複,1 - 5 - 9,5360,9
202010010810,三連単,5 → 9 → 1,28170,46
202005010209,単勝,13,9940,10
202005010209,複勝,13br2br4,"1,550br190br180",10br3br2
202005010209,枠連,2 - 8,11430,25
202005010209,馬連,2 - 13,23280,35
202005010209,ワイド,2 - 13br4 - 13br2 - 4,"5,260br5,050br530",35br33br6
202005010209,馬単,13 → 2,76720,87
202005010209,三連複,2 - 4 - 13,30370,67
202005010209,三連単,13 → 2 → 4,425820,593
202104010108,単勝,4,730,4
202104010108,複勝,4br9br8,290br160br240,7br2br4
202104010108,枠連,4 - 6,390,1
202104010108,馬連,4 - 9,2350,9
202104010108,ワイド,4 - 9br4 - 8br8 - 9,"920br1,140br890",14br19br11
202104010108,馬単,4 → 9,4820,25
202104010108,三連複,4 - 8 - 9,6810,23
202104010108,三連単,4 → 9 → 8,34010,135
202006040308,単勝,2,300,1
202006040308,複勝,2br1br5,150br410br280,1br7br4
202006040308,枠連,1 - 2,1960,10
202006040308,馬連,1 - 2,2530,11
202006040308,ワイド,1 - 2br2 - 5br1 - 5,"990br830br1,990",10br8br25
202006040308,馬単,2 → 1,3540,8
202006040308,三連複,1 - 2 - 5,10340,35
202006040308,三連単,2 → 1 → 5,39420,115
202010011212,単勝,12,700,4
202010011212,複勝,12br2br11,210br170br170,4br2br3
202010011212,枠連,2 - 8,700,2
202010011212,馬連,2 - 12,1970,7
202010011212,ワイド,2 - 12br11 - 12br2 - 11,610br590br530,7br5br4
202010011212,馬単,12 → 2,4540,17
202010011212,三連複,2 - 11 - 12,2760,5
202010011212,三連単,12 → 2 → 11,20890,52
202110020806,単勝,11,410,2
202110020806,複勝,11br8br2,130br150br130,2br4br1
202110020806,枠連,5 - 6,870,4
202110020806,馬連,8 - 11,1050,4
202110020806,ワイド,8 - 11br2 - 11br2 - 8,370br280br330,5br1br2
202110020806,馬単,11 → 8,1950,7
202110020806,三連複,2 - 8 - 11,1240,2
202110020806,三連単,11 → 8 → 2,5990,7
202109020908,単勝,13,250,1
202109020908,複勝,13br4br5,140br140br180,2br1br3
202109020908,枠連,3 - 8,480,1
202109020908,馬連,4 - 13,790,1
202109020908,ワイド,4 - 13br5 - 13br4 - 5,310br400br410,1br2br3
202109020908,馬単,13 → 4,1400,1
202109020908,三連複,4 - 5 - 13,1650,1
202109020908,三連単,13 → 4 → 5,5980,1
202004040103,単勝,9,840,4
202004040103,複勝,9br8br11,370br620br510,5br10br8
202004040103,枠連,6 - 6,9000,24
202004040103,馬連,8 - 9,7450,31
202004040103,ワイド,8 - 9br9 - 11br8 - 11,"2,520br1,630br2,880",32br21br35
202004040103,馬単,9 → 8,15060,62
202004040103,三連複,8 - 9 - 11,31850,106
202004040103,三連単,9 → 8 → 11,187800,628
202010010512,単勝,9,1290,5
202010010512,複勝,9br6br4,350br340br640,6br5br10
202010010512,枠連,5 - 7,3790,13
202010010512,馬連,6 - 9,10540,35
202010010512,ワイド,6 - 9br4 - 9br4 - 6,"2,130br3,660br2,740",26br40br35
202010010512,馬単,9 → 6,20960,68
202010010512,三連複,4 - 6 - 9,54450,138
202010010512,三連単,9 → 6 → 4,387920,873
202006050211,単勝,16,3030,8
202006050211,複勝,16br11br14,610br810br150,8br10br1
202006050211,枠連,6 - 8,7650,24
202006050211,馬連,11 - 16,54480,88
202006050211,ワイド,11 - 16br14 - 16br11 - 14,"12,750br1,570br1,660",91br15br17
202006050211,馬単,16 → 11,107160,171
202006050211,三連複,11 - 14 - 16,35570,100
202006050211,三連単,16 → 11 → 14,445820,997
202010011211,単勝,2,1810,4
202010011211,複勝,2br12br13,"510br1,090br390",4br10br3
202010011211,枠連,2 - 7,7880,23
202010011211,馬連,2 - 12,22460,47
202010011211,ワイド,2 - 12br2 - 13br12 - 13,"4,460br1,650br2,890",46br15br28
202010011211,馬単,2 → 12,53960,89
202010011211,三連複,2 - 12 - 13,35750,90
202010011211,三連単,2 → 12 → 13,323980,584
202104010106,単勝,4,870,6
202104010106,複勝,4br7br10,350br550br260,6br8br3
202104010106,枠連,3 - 5,2140,10
202104010106,馬連,4 - 7,12010,36
202104010106,ワイド,4 - 7br4 - 10br7 - 10,"3,060br1,340br1,570",34br14br18
202104010106,馬単,4 → 7,18580,67
202104010106,三連複,4 - 7 - 10,22090,78
202104010106,三連単,4 → 7 → 10,118670,406
202009030104,単勝,6,2010,8
202009030104,複勝,6br9br13,550br180br210,7br2br5
202009030104,枠連,3 - 5,620,1
202009030104,馬連,6 - 9,5110,16
202009030104,ワイド,6 - 9br6 - 13br9 - 13,"1,510br1,960br430",16br18br2
202009030104,馬単,6 → 9,14330,40
202009030104,三連複,6 - 9 - 13,6700,21
202009030104,三連単,6 → 9 → 13,68500,190
202004010207,単勝,12,420,1
202004010207,複勝,12br14br9,180br250br390,1br5br8
202004010207,枠連,7 - 8,970,2
202004010207,馬連,12 - 14,1610,1
